cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE","District 39 Estimate","District 39 MOE","District 40 Estimate","District 40 MOE","District 41 Estimate","District 41 MOE","District 42 Estimate","District 42 MOE","District 43 Estimate","District 43 MOE","District 44 Estimate","District 44 MOE","District 45 Estimate","District 45 MOE","District 46 Estimate","District 46 MOE","District 47 Estimate","District 47 MOE","District 48 Estimate","District 48 MOE","District 49 Estimate","District 49 MOE","District 50 Estimate","District 50 MOE","District 51 Estimate","District 51 MOE","District 52 Estimate","District 52 MOE","District 53 Estimate","District 53 MOE"
Education,"Educational Attainment","Some college, no degree",143576,"(+/- 5287 )",117275,"(+/- 5719 )",122055,"(+/- 5264 )",141600,"(+/- 5538 )",125362,"(+/- 5560 )",122396,"(+/- 5784 )",136110,"(+/- 6266 )",119288,"(+/- 6076 )",110144,"(+/- 6208 )",126688,"(+/- 6623 )",101013,"(+/- 5919 )",77227,"(+/- 5493 )",80580,"(+/- 4472 )",85607,"(+/- 5122 )",92499,"(+/- 5545 )",101809,"(+/- 5439 )",68911,"(+/- 4425 )",66700,"(+/- 5066 )",95450,"(+/- 5659 )",88937,"(+/- 4170 )",82977,"(+/- 5901 )",117908,"(+/- 5856 )",126770,"(+/- 6714 )",107188,"(+/- 5516 )",110979,"(+/- 5793 )",102321,"(+/- 5871 )",81393,"(+/- 5713 )",84943,"(+/- 4851 )",86905,"(+/- 5434 )",111181,"(+/- 6251 )",118815,"(+/- 6783 )",99914,"(+/- 5118 )",75708,"(+/- 5657 )",70388,"(+/- 3838 )",111040,"(+/- 6360 )",133007,"(+/- 6292 )",95397,"(+/- 6777 )",109980,"(+/- 5803 )",101098,"(+/- 6015 )",72478,"(+/- 5017 )",111233,"(+/- 6192 )",146160,"(+/- 8440 )",99566,"(+/- 5932 )",94737,"(+/- 5526 )",100582,"(+/- 5751 )",92820,"(+/- 5913 )",105217,"(+/- 5744 )",106914,"(+/- 4865 )",99680,"(+/- 5783 )",130621,"(+/- 6995 )",108897,"(+/- 6388 )",96084,"(+/- 5242 )",126244,"(+/- 7337 )"
Education,"Educational Attainment","Associate's degree",55378,"(+/- 3420 )",43567,"(+/- 3675 )",50948,"(+/- 3694 )",61551,"(+/- 4183 )",49664,"(+/- 3514 )",40794,"(+/- 3668 )",58387,"(+/- 3796 )",42493,"(+/- 4108 )",43980,"(+/- 3798 )",39071,"(+/- 3518 )",40056,"(+/- 4251 )",27214,"(+/- 2855 )",29641,"(+/- 3758 )",42602,"(+/- 3764 )",40476,"(+/- 3381 )",34880,"(+/- 3381 )",37873,"(+/- 3669 )",31863,"(+/- 3115 )",38644,"(+/- 3741 )",40922,"(+/- 3138 )",24457,"(+/- 2819 )",54503,"(+/- 4392 )",49664,"(+/- 4772 )",39365,"(+/- 2956 )",43638,"(+/- 4162 )",43412,"(+/- 3248 )",39119,"(+/- 3286 )",44870,"(+/- 4024 )",35083,"(+/- 3401 )",43866,"(+/- 3200 )",37730,"(+/- 3966 )",36069,"(+/- 3293 )",28754,"(+/- 2665 )",30082,"(+/- 2578 )",31050,"(+/- 3698 )",42332,"(+/- 3684 )",29668,"(+/- 3316 )",40986,"(+/- 3440 )",44085,"(+/- 3039 )",23144,"(+/- 2618 )",33769,"(+/- 2898 )",52456,"(+/- 5270 )",34295,"(+/- 3567 )",24368,"(+/- 2501 )",45257,"(+/- 4399 )",25649,"(+/- 3008 )",34969,"(+/- 3036 )",44815,"(+/- 3723 )",41921,"(+/- 4451 )",44729,"(+/- 3702 )",36113,"(+/- 3518 )",34925,"(+/- 3656 )",53645,"(+/- 4196 )"
Education,"Educational Attainment","Bachelor's degree",87167,"(+/- 4226 )",137892,"(+/- 5384 )",83536,"(+/- 4743 )",131043,"(+/- 5232 )",108698,"(+/- 5750 )",102207,"(+/- 5266 )",118074,"(+/- 4867 )",48977,"(+/- 4620 )",77489,"(+/- 5292 )",64339,"(+/- 4811 )",141176,"(+/- 6478 )",223942,"(+/- 7300 )",166580,"(+/- 5925 )",156655,"(+/- 6267 )",160260,"(+/- 5905 )",42817,"(+/- 4100 )",173723,"(+/- 7264 )",164645,"(+/- 6948 )",120840,"(+/- 5970 )",83336,"(+/- 4714 )",32602,"(+/- 3321 )",76363,"(+/- 5111 )",72822,"(+/- 4796 )",102887,"(+/- 4892 )",87885,"(+/- 4004 )",108572,"(+/- 5105 )",142726,"(+/- 6565 )",172130,"(+/- 6932 )",83490,"(+/- 5539 )",164684,"(+/- 7551 )",77344,"(+/- 4497 )",78002,"(+/- 4464 )",200514,"(+/- 7375 )",112469,"(+/- 6854 )",65362,"(+/- 4856 )",81655,"(+/- 6073 )",124065,"(+/- 7171 )",83379,"(+/- 4109 )",143308,"(+/- 6463 )",32484,"(+/- 3172 )",52818,"(+/- 4349 )",95938,"(+/- 5988 )",105733,"(+/- 6589 )",51976,"(+/- 4342 )",185843,"(+/- 8102 )",69270,"(+/- 4914 )",117789,"(+/- 6112 )",147208,"(+/- 5934 )",140708,"(+/- 6083 )",101050,"(+/- 5978 )",53562,"(+/- 4132 )",188464,"(+/- 8425 )",143226,"(+/- 5834 )"
Education,"Educational Attainment","Graduate or professional degree",42558,"(+/- 3532 )",81768,"(+/- 3947 )",50419,"(+/- 4304 )",63539,"(+/- 3584 )",64148,"(+/- 4635 )",50272,"(+/- 4417 )",61371,"(+/- 4150 )",28742,"(+/- 3174 )",36198,"(+/- 4171 )",23941,"(+/- 2709 )",98580,"(+/- 5314 )",156197,"(+/- 6953 )",131196,"(+/- 5831 )",113394,"(+/- 4521 )",104105,"(+/- 5066 )",16772,"(+/- 2438 )",170382,"(+/- 6921 )",182815,"(+/- 6360 )",67909,"(+/- 3840 )",57992,"(+/- 3672 )",12707,"(+/- 2374 )",40953,"(+/- 3465 )",33957,"(+/- 3289 )",67292,"(+/- 4025 )",44629,"(+/- 2970 )",64188,"(+/- 3602 )",98030,"(+/- 5545 )",88450,"(+/- 4792 )",23594,"(+/- 2341 )",88611,"(+/- 6032 )",50005,"(+/- 5200 )",30461,"(+/- 2860 )",138261,"(+/- 6097 )",44351,"(+/- 3785 )",23172,"(+/- 2661 )",49549,"(+/- 3645 )",84747,"(+/- 4993 )",37331,"(+/- 2751 )",73724,"(+/- 4498 )",11050,"(+/- 1678 )",31107,"(+/- 3113 )",48980,"(+/- 3965 )",45455,"(+/- 4213 )",16408,"(+/- 2096 )",125109,"(+/- 6038 )",31777,"(+/- 2584 )",53536,"(+/- 3787 )",85260,"(+/- 5143 )",95540,"(+/- 5357 )",55738,"(+/- 4837 )",21543,"(+/- 2653 )",140702,"(+/- 6386 )",80245,"(+/- 5238 )"
Education,"Educational Attainment","Percent high school graduate or higher",90.5,"(+/- 0.8 )",90.8,"(+/- 0.7 )",86.5,"(+/- 1.0 )",92.9,"(+/- 0.7 )",88.4,"(+/- 0.9 )",86.6,"(+/- 1.0 )",91.0,"(+/- 0.8 )",82.7,"(+/- 1.5 )",81.3,"(+/- 1.2 )",81.7,"(+/- 1.3 )",87.6,"(+/- 0.9 )",89.0,"(+/- 0.8 )",88.6,"(+/- 0.9 )",89.1,"(+/- 0.9 )",90.6,"(+/- 0.8 )",68.3,"(+/- 1.3 )",91.6,"(+/- 0.8 )",95.3,"(+/- 0.6 )",82.4,"(+/- 1.2 )",76.3,"(+/- 1.3 )",62.3,"(+/- 1.7 )",82.9,"(+/- 1.2 )",85.0,"(+/- 1.0 )",85.2,"(+/- 1.0 )",84.8,"(+/- 1.2 )",85.5,"(+/- 0.9 )",87.1,"(+/- 0.9 )",89.3,"(+/- 0.8 )",71.3,"(+/- 1.1 )",89.6,"(+/- 1.0 )",82.3,"(+/- 1.2 )",77.9,"(+/- 1.3 )",96.5,"(+/- 0.5 )",70.6,"(+/- 1.2 )",73.4,"(+/- 1.4 )",82.2,"(+/- 1.5 )",80.9,"(+/- 1.1 )",81.2,"(+/- 1.2 )",89.9,"(+/- 0.8 )",57.3,"(+/- 1.4 )",76.6,"(+/- 1.4 )",88.7,"(+/- 1.1 )",78.4,"(+/- 1.3 )",65.8,"(+/- 1.4 )",94.6,"(+/- 0.7 )",70.8,"(+/- 1.4 )",82.2,"(+/- 1.2 )",89.6,"(+/- 1.1 )",90.0,"(+/- 1.0 )",87.8,"(+/- 1.0 )",73.2,"(+/- 1.5 )",95.3,"(+/- 0.7 )",90.8,"(+/- 0.9 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",25.8,"(+/- 0.9 )",42.7,"(+/- 1.1 )",27.2,"(+/- 1.3 )",35.2,"(+/- 1.0 )",33.3,"(+/- 1.3 )",29.6,"(+/- 1.2 )",33.7,"(+/- 1.0 )",17.3,"(+/- 1.2 )",22.5,"(+/- 1.2 )",18.0,"(+/- 1.1 )",44.8,"(+/- 1.3 )",60.9,"(+/- 1.3 )",53.8,"(+/- 1.3 )",49.5,"(+/- 1.2 )",48.0,"(+/- 1.2 )",13.2,"(+/- 1.0 )",60.2,"(+/- 1.3 )",65.8,"(+/- 1.5 )",37.1,"(+/- 1.3 )",29.7,"(+/- 1.1 )",10.7,"(+/- 0.8 )",24.5,"(+/- 1.2 )",22.1,"(+/- 1.3 )",35.7,"(+/- 1.2 )",28.2,"(+/- 0.9 )",35.2,"(+/- 1.2 )",45.9,"(+/- 1.4 )",48.1,"(+/- 1.3 )",22.3,"(+/- 1.1 )",45.2,"(+/- 1.4 )",25.9,"(+/- 1.3 )",22.3,"(+/- 1.0 )",66.6,"(+/- 1.4 )",30.3,"(+/- 1.4 )",18.3,"(+/- 1.0 )",24.2,"(+/- 1.3 )",40.2,"(+/- 1.4 )",24.8,"(+/- 0.9 )",43.1,"(+/- 1.4 )",10.1,"(+/- 0.8 )",17.6,"(+/- 1.0 )",26.5,"(+/- 1.4 )",29.7,"(+/- 1.4 )",14.9,"(+/- 1.0 )",56.6,"(+/- 1.4 )",21.1,"(+/- 1.2 )",34.1,"(+/- 1.3 )",44.6,"(+/- 1.3 )",47.2,"(+/- 1.3 )",30.9,"(+/- 1.4 )",15.7,"(+/- 0.9 )",61.0,"(+/- 1.4 )",40.5,"(+/- 1.3 )"

"Source: 2019 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag","District 10 Estimate","District 10 Flag","District 11 Estimate","District 11 Flag","District 12 Estimate","District 12 Flag","District 13 Estimate","District 13 Flag","District 14 Estimate","District 14 Flag","District 15 Estimate","District 15 Flag","District 16 Estimate","District 16 Flag","District 17 Estimate","District 17 Flag","District 18 Estimate","District 18 Flag","District 19 Estimate","District 19 Flag","District 20 Estimate","District 20 Flag","District 21 Estimate","District 21 Flag","District 22 Estimate","District 22 Flag","District 23 Estimate","District 23 Flag","District 24 Estimate","District 24 Flag","District 25 Estimate","District 25 Flag","District 26 Estimate","District 26 Flag","District 27 Estimate","District 27 Flag","District 28 Estimate","District 28 Flag","District 29 Estimate","District 29 Flag","District 30 Estimate","District 30 Flag","District 31 Estimate","District 31 Flag","District 32 Estimate","District 32 Flag","District 33 Estimate","District 33 Flag","District 34 Estimate","District 34 Flag","District 35 Estimate","District 35 Flag","District 36 Estimate","District 36 Flag","District 37 Estimate","District 37 Flag","District 38 Estimate","District 38 Flag","District 39 Estimate","District 39 Flag","District 40 Estimate","District 40 Flag","District 41 Estimate","District 41 Flag","District 42 Estimate","District 42 Flag","District 43 Estimate","District 43 Flag","District 44 Estimate","District 44 Flag","District 45 Estimate","District 45 Flag","District 46 Estimate","District 46 Flag","District 47 Estimate","District 47 Flag","District 48 Estimate","District 48 Flag","District 49 Estimate","District 49 Flag","District 50 Estimate","District 50 Flag","District 51 Estimate","District 51 Flag","District 52 Estimate","District 52 Flag","District 53 Estimate","District 53 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",179970,G,235505,G,179724,G,244058,G,246618,G,286176,G,228292,G,120770,G,172806,G,205206,G,241380,G,693119,G,316512,G,394424,G,311741,G,160034,G,611335,G,420324,G,232087,G,217036,G,115290,G,227157,G,182731,G,258566,G,170533,G,250866,G,260952,G,335177,G,173805,G,356134,G,260705,G,252841,G,521048,G,352694,G,281652,G,180431,G,279015,G,251822,G,273088,G,217010,G,208119,G,174039,G,311873,G,165933,G,433213,G,399783,G,256701,G,338137,G,294025,G,210793,G,146541,G,550683,G,249260,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",1289,G,1363,G,985,G,449,G,960,H,52,G,129,J,107,H,819,H,2184,G,44,J,9,J,23,J,62,H,39,J,3441,H,0,N,103,H,69,H,2949,G,7075,H,1338,H,422,J,1230,G,37,J,687,H,104,G,123,J,5,G,13,J,58,J,63,J,95,H,0,N,35,H,722,G,14,J,17,G,20,H,195,J,112,G,80,H,12,J,7,J,118,G,12,J,41,G,94,J,174,H,363,H,615,G,123,G,14,J
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",249,J,139,H,437,H,277,G,125,J,0,N,128,H,596,H,62,J,146,H,70,H,38,J,0,N,101,J,162,G,52,J,38,J,109,J,0,N,324,H,359,G,0,N,6667,G,756,G,168,H,543,H,20,H,0,N,144,J,892,J,125,H,307,J,69,J,0,N,0,N,87,G,99,J,261,H,15,G,0,N,0,N,215,G,0,N,158,J,150,J,17,G,537,H,215,H,54,J,68,J,320,J,180,J,48,J
Business,"Paid employees for pay period including March 12",Utilities,1175,J,685,H,1238,H,1406,J,1556,H,1448,J,685,J,1106,G,4054,J,309,J,225,G,3840,J,1084,J,631,H,158,J,2282,J,990,J,409,H,516,J,906,H,1180,J,527,J,1450,H,2169,J,652,J,814,J,3855,J,200,J,255,H,312,J,1363,J,2176,J,516,H,1862,J,2405,J,712,H,144,J,748,J,275,H,370,J,142,J,502,J,469,H,509,J,327,H,873,J,771,H,524,J,625,H,433,J,768,G,3319,J,416,J
Business,"Paid employees for pay period including March 12",Construction,11346,G,16958,G,15446,G,23185,G,22415,G,20786,G,16752,G,6361,G,13302,G,12226,G,18699,G,22405,G,18851,G,19639,G,25929,G,9582,G,29556,G,12614,G,18593,G,12546,G,6078,G,13632,G,12293,G,16416,G,12220,G,14094,G,6224,G,10988,G,15373,G,15090,G,13985,G,12202,G,10035,G,6274,G,19370,G,11973,G,5008,G,14207,G,22322,G,5788,G,19048,G,27534,G,8685,G,12028,G,25239,G,30718,G,13914,G,17093,G,15669,G,27590,G,6158,G,28427,G,13495,G
Business,"Paid employees for pay period including March 12",Manufacturing,11879,G,20113,G,16262,G,9613,H,29852,G,11731,G,10560,G,6297,G,12978,G,25209,G,10633,G,8199,G,20081,G,23303,H,26534,G,25864,H,98987,H,11744,G,16577,G,17249,G,19068,H,17425,G,9038,G,20690,G,16002,G,23764,G,5540,G,13365,G,23605,G,19134,G,20557,G,37758,G,28625,G,14037,G,30934,G,6263,G,7857,G,31979,G,28639,G,42863,G,17577,G,18846,G,33643,G,31837,G,42048,G,40767,G,20620,G,22839,G,33160,G,16701,G,15426,G,43079,G,7587,G
Business,"Paid employees for pay period including March 12","Wholesale trade",5812,G,8861,G,10501,G,6052,G,9871,G,17808,G,5484,G,1756,G,10296,G,11951,G,8482,G,15291,G,14104,G,20628,H,25577,G,10005,G,68064,G,10094,G,10742,H,11481,G,9536,G,8370,G,6742,G,9862,G,6649,G,14721,G,7026,G,7994,G,11593,G,11809,G,12160,G,24884,G,14095,G,29630,G,32967,G,3192,G,8060,G,35950,G,31211,G,34864,G,11118,G,12793,H,19888,G,18499,G,34807,G,25317,G,13050,G,16633,G,16677,G,7421,G,10335,G,21005,G,4125,G
Business,"Paid employees for pay period including March 12","Retail trade",31157,G,35762,G,28844,G,34699,G,32610,G,32019,G,31007,G,22365,G,24321,G,32831,G,33953,G,49406,G,30437,G,36870,G,30199,G,19613,G,34206,G,36597,G,22855,G,34850,G,20246,G,37148,G,25495,G,33496,G,27094,G,36790,G,30556,G,36213,G,20904,G,38170,G,36912,G,32238,G,51393,G,21611,G,35452,G,33836,G,25489,G,33691,G,30175,G,23909,G,30100,G,23631,G,30621,G,16901,G,33092,G,29393,G,28819,G,44155,G,34571,G,34659,G,31583,G,44161,G,29103,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",5404,G,4863,G,8641,G,3798,G,6158,G,14816,G,9788,J,4927,G,13243,G,19786,H,5860,G,12286,H,19373,G,35640,G,7798,G,8452,G,6242,G,1778,G,6855,G,4777,G,9048,G,7054,G,9013,G,4942,G,5383,G,5504,G,3565,G,5045,G,9701,G,2232,G,23356,G,11323,G,7105,G,10814,G,48693,G,3147,G,3119,G,13449,G,10541,H,12870,G,28265,G,6681,H,50870,G,23904,G,6374,G,8493,G,23125,H,5555,G,5205,G,2957,G,8916,G,12696,G,4259,G
Business,"Paid employees for pay period including March 12",Information,2532,G,6874,G,3067,H,5786,G,3132,H,6442,H,5972,G,1521,G,1903,G,2421,H,4381,G,80871,G,11789,G,65313,H,22711,H,2809,G,55697,H,73692,G,14732,G,3057,H,1113,G,3138,G,4030,H,9908,G,2601,G,5823,G,5298,H,32604,G,4184,H,34026,H,5122,H,3643,G,53823,G,7369,G,3869,G,2688,G,33890,G,3584,H,3856,H,1793,G,2551,H,1632,G,6289,G,2342,H,22134,G,4719,H,4336,G,5316,G,6141,G,2433,G,2494,G,22767,G,2463,G
Business,"Paid employees for pay period including March 12","Finance and insurance",6413,G,8266,H,5290,G,13669,G,6079,H,8426,G,21987,G,1884,G,6166,G,4292,G,16339,H,63515,G,12179,H,15670,H,11968,G,2747,H,12753,H,14373,G,5486,G,4786,G,1351,H,10271,H,5561,H,6576,G,4093,H,12836,G,18050,H,9074,H,3126,G,21960,G,7706,G,7582,H,23097,G,26206,G,4957,H,2959,G,11989,G,5160,G,17432,H,2945,G,4196,H,3014,H,6358,H,1627,G,30762,G,18298,G,13424,G,21692,G,7534,G,4017,G,3369,G,36644,G,10618,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2719,G,5645,G,3073,G,6398,G,3787,G,5995,G,4139,G,3072,G,2914,G,2682,G,5340,G,18045,G,5311,G,7657,G,5042,G,2541,H,7137,G,6095,G,5117,G,3615,G,1325,G,4339,G,3153,G,5134,G,3235,G,4523,G,5509,G,9609,G,4744,G,9105,G,3593,H,4077,G,18549,G,8785,G,3826,G,4569,G,9655,G,3981,G,4691,G,2643,G,2891,G,2615,G,7900,G,2153,G,16198,G,7733,H,4833,G,13932,G,6709,G,3533,G,2444,G,13904,G,5998,H
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",7514,G,14996,G,7041,G,15528,G,9748,G,20526,G,23564,G,3477,G,4903,G,7391,G,17722,G,121245,G,30508,G,38379,G,38431,G,4212,G,83104,G,57495,G,25486,G,12281,G,1749,G,9480,G,9726,G,17398,G,13928,H,21982,G,26268,G,22829,G,5950,G,28359,G,8878,G,11138,G,70836,G,41464,G,5934,G,4956,G,32431,G,9276,G,13076,G,4119,G,6268,G,8019,G,19099,G,3270,G,60365,G,21224,G,14434,G,34615,G,38764,G,9023,G,4549,G,97082,G,17886,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",1645,G,2749,G,1598,H,5832,G,4592,G,3252,G,3597,G,129,H,1622,G,1665,H,4894,G,26685,G,9764,H,7492,H,13005,G,988,G,70644,H,5167,G,4760,H,3755,G,632,G,2166,H,1174,G,4810,H,1346,G,5170,G,4414,G,8075,H,1519,H,4288,H,3139,J,4266,H,17485,G,14180,G,4056,G,235,J,2987,G,5137,H,6767,G,7357,G,1715,J,1287,G,4204,G,2517,H,23339,G,13631,G,4015,G,6450,G,4700,G,507,H,1270,H,15452,G,2094,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",8379,G,12664,G,10008,G,13083,G,14000,G,24415,G,15153,G,5136,H,12575,G,11123,G,17212,G,44296,G,13461,G,18846,G,21408,G,7046,G,33032,G,15430,G,24173,G,12790,G,4266,G,21275,G,14250,G,16290,G,10774,G,16278,G,15063,G,19358,G,12185,G,24876,G,19196,G,17096,G,24800,G,26113,G,17242,G,11049,G,19564,G,11265,G,16479,G,17098,H,16409,G,12288,G,23993,G,9878,G,29533,G,37614,G,18711,G,22145,G,15338,G,13030,G,6466,G,39721,G,17320,G
Business,"Paid employees for pay period including March 12","Educational services",3271,G,6888,G,3312,H,4155,G,5016,H,5924,G,5339,G,2132,G,4766,H,2175,G,7790,G,24893,G,13703,G,6082,G,5084,G,3782,H,10999,G,43074,H,5042,G,4135,G,1023,G,5572,H,2592,G,7203,G,6132,H,6560,H,22734,G,14120,G,3841,G,13802,H,8229,G,9516,G,16775,G,14053,H,4170,G,2313,G,31438,J,5828,H,5787,G,4071,H,6278,H,1711,G,11136,H,1871,G,9325,G,7348,H,3697,G,8175,G,8356,G,3952,G,2813,G,16045,H,6631,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",39692,G,38360,G,29152,G,35568,G,45781,G,55427,G,35571,G,22005,G,30047,G,33340,G,43337,G,69643,G,56388,G,35222,G,36808,G,30811,G,37373,G,72952,G,25111,G,33530,G,12972,H,42011,G,36704,G,39477,G,23588,G,36767,G,50596,G,64986,G,34449,G,61123,G,57370,G,39561,G,63001,G,50788,G,31744,G,30674,G,36870,G,37161,G,25376,G,25766,G,29632,G,21150,G,38740,G,16136,H,41225,G,56391,G,40275,H,41832,G,37732,G,27081,G,23389,G,43366,G,73408,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",3646,G,6676,G,3141,H,12967,G,5575,G,5732,G,4488,H,8045,H,2424,G,2535,G,6892,G,16875,H,6642,G,7320,G,4534,G,2931,G,7911,G,6341,G,7263,H,6285,G,774,G,3805,G,3276,G,4717,G,6205,G,4083,G,7137,G,11338,G,1965,H,16973,H,2718,G,2315,G,19338,G,11680,H,2501,G,10542,G,9556,G,4108,H,8993,H,1363,H,2381,G,3141,G,5724,G,1636,H,5997,G,39433,J,3959,G,7651,G,8531,G,7316,H,1791,G,12745,G,8322,H
Business,"Paid employees for pay period including March 12","Accommodation and food services",25549,G,32272,G,24552,G,40756,G,35596,G,35640,G,24609,G,24176,G,18850,G,24333,G,26192,G,88435,G,35462,G,42024,G,25866,G,14992,G,40321,G,38701,G,29250,G,38033,G,13593,G,28964,G,23228,G,46417,G,23135,G,30482,G,37267,G,50365,G,14251,G,37804,G,26491,G,24097,G,78376,G,46966,G,23966,G,43103,G,27795,G,26743,G,35052,G,22074,G,21515,G,22077,G,33650,G,14396,G,38493,G,45188,G,34798,G,55336,G,41630,G,39453,G,17535,G,80629,G,30738,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",10256,G,11303,G,7106,G,10804,G,9734,G,15679,G,9308,G,5664,G,7541,G,8588,G,13296,G,27022,G,17315,G,13490,G,10453,G,7780,G,14235,G,13520,G,9415,G,9635,G,3888,G,10595,G,7897,G,11027,G,7268,G,9416,G,11596,G,18800,G,5966,G,16058,G,9721,G,8568,G,22779,G,20750,G,9487,G,7374,G,12970,G,9266,G,12364,G,6870,G,7896,G,6815,G,10576,G,6258,G,13642,G,12597,G,13319,G,13844,G,12426,G,10238,G,6242,G,19299,G,14721,G
Business,"Paid employees for pay period including March 12","Industries not classified",43,H,68,H,30,J,33,G,31,J,54,G,32,G,14,G,20,J,19,J,19,J,120,H,37,J,55,J,35,J,104,J,29,H,36,J,43,H,52,J,14,G,39,H,20,H,48,J,23,H,29,H,130,J,76,H,45,J,108,G,26,G,31,J,256,G,34,J,25,G,37,H,80,G,11,J,17,J,51,G,25,H,8,J,6,J,6,J,45,J,17,G,23,H,41,J,29,J,18,J,58,J,39,H,14,J
Business,"Annual payroll ($1,000)","Total for all sectors",7845766,G,13820061,G,9121659,G,12787781,G,14518083,G,16206777,G,14281473,H,4704831,G,8625518,G,9703254,G,15652646,G,85239299,G,23252744,G,52122839,G,25695744,G,7212341,G,87294297,G,57719282,G,18070245,G,10920341,G,4952977,G,9779548,G,8733443,G,14033481,G,8065253,G,15033786,G,14470292,G,23075272,G,8874389,G,22877613,G,12285935,G,12658638,G,45163590,G,25092063,G,14019105,G,6997071,G,22734417,G,12253498,G,14017384,G,10385261,G,9222953,G,7616379,G,17861225,G,8487976,G,34177661,G,20741058,G,14241529,G,21900689,G,18503798,G,9365695,G,5894945,G,40824728,G,12847849,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",85086,G,73650,G,77983,H,26909,G,46525,G,2394,H,2902,H,2669,H,65405,G,79674,H,1818,G,536,H,2856,H,890,J,1046,H,109765,H,0,N,4743,H,3152,G,181002,G,259925,H,54671,G,17287,H,64587,G,1767,J,34741,H,5124,H,3574,H,683,H,442,J,3078,J,1376,J,3410,G,0,N,1145,G,40826,G,1283,G,316,G,618,J,5582,H,6264,G,2315,G,194,J,314,H,6477,G,428,G,1463,H,2700,H,7437,G,16992,H,22950,G,8596,H,873,G
