cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE"
Housing,"Mortgage Status","Owner-occupied units",174802,"(+/- 4322 )",180519,"(+/- 7052 )",195592,"(+/- 5372 )",206066,"(+/- 5136 )",168893,"(+/- 5197 )",183594,"(+/- 6430 )",143511,"(+/- 6161 )",217500,"(+/- 6233 )",123661,"(+/- 6375 )",213146,"(+/- 7072 )",195121,"(+/- 5437 )",192233,"(+/- 5094 )",175710,"(+/- 4325 )",183152,"(+/- 5397 )",161183,"(+/- 5530 )",141507,"(+/- 4605 )",165304,"(+/- 4801 )",132895,"(+/- 5752 )",164532,"(+/- 4024 )",141842,"(+/- 5470 )",195850,"(+/- 5885 )",231863,"(+/- 6452 )",173871,"(+/- 4491 )",153607,"(+/- 5157 )",204696,"(+/- 5947 )",218464,"(+/- 5486 )",173507,"(+/- 4702 )",154371,"(+/- 5550 )",120587,"(+/- 5956 )",135794,"(+/- 5434 )",188995,"(+/- 4813 )",166781,"(+/- 5704 )",108806,"(+/- 4972 )",145922,"(+/- 5084 )",151179,"(+/- 6298 )",194222,"(+/- 5537 )"
Housing,"Mortgage Status","Housing units with a mortgage",80125,"(+/- 4618 )",115882,"(+/- 6048 )",136605,"(+/- 5102 )",105335,"(+/- 5123 )",86868,"(+/- 4163 )",117551,"(+/- 5848 )",85605,"(+/- 5520 )",128642,"(+/- 6643 )",72227,"(+/- 5620 )",131789,"(+/- 6841 )",90366,"(+/- 4986 )",120644,"(+/- 5291 )",84355,"(+/- 3651 )",94543,"(+/- 5069 )",75041,"(+/- 4526 )",79716,"(+/- 4281 )",86495,"(+/- 4739 )",72436,"(+/- 4728 )",75261,"(+/- 3534 )",83618,"(+/- 5089 )",110313,"(+/- 5624 )",153701,"(+/- 6067 )",87188,"(+/- 4372 )",97773,"(+/- 4514 )",122704,"(+/- 5273 )",157664,"(+/- 5344 )",79744,"(+/- 4253 )",77012,"(+/- 4404 )",54240,"(+/- 4639 )",77621,"(+/- 4609 )",132137,"(+/- 4568 )",102140,"(+/- 4950 )",48678,"(+/- 3196 )",55839,"(+/- 4105 )",95062,"(+/- 5271 )",90028,"(+/- 4926 )"
Housing,"Mortgage Status","Housing units without a mortgage",94677,"(+/- 3792 )",64637,"(+/- 3657 )",58987,"(+/- 3378 )",100731,"(+/- 3788 )",82025,"(+/- 4462 )",66043,"(+/- 3369 )",57906,"(+/- 3656 )",88858,"(+/- 5725 )",51434,"(+/- 3560 )",81357,"(+/- 3993 )",104755,"(+/- 3847 )",71589,"(+/- 3991 )",91355,"(+/- 3316 )",88609,"(+/- 4204 )",86142,"(+/- 4402 )",61791,"(+/- 3842 )",78809,"(+/- 4195 )",60459,"(+/- 3980 )",89271,"(+/- 3621 )",58224,"(+/- 2890 )",85537,"(+/- 3903 )",78162,"(+/- 4662 )",86683,"(+/- 3684 )",55834,"(+/- 3622 )",81992,"(+/- 3896 )",60800,"(+/- 3677 )",93763,"(+/- 4555 )",77359,"(+/- 4361 )",66347,"(+/- 4321 )",58173,"(+/- 4366 )",56858,"(+/- 3090 )",64641,"(+/- 3949 )",60128,"(+/- 4002 )",90083,"(+/- 4618 )",56117,"(+/- 3821 )",104194,"(+/- 4193 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",80125,"(+/- 4618 )",115882,"(+/- 6048 )",136605,"(+/- 5102 )",105335,"(+/- 5123 )",86868,"(+/- 4163 )",117551,"(+/- 5848 )",85605,"(+/- 5520 )",128642,"(+/- 6643 )",72227,"(+/- 5620 )",131789,"(+/- 6841 )",90366,"(+/- 4986 )",120644,"(+/- 5291 )",84355,"(+/- 3651 )",94543,"(+/- 5069 )",75041,"(+/- 4526 )",79716,"(+/- 4281 )",86495,"(+/- 4739 )",72436,"(+/- 4728 )",75261,"(+/- 3534 )",83618,"(+/- 5089 )",110313,"(+/- 5624 )",153701,"(+/- 6067 )",87188,"(+/- 4372 )",97773,"(+/- 4514 )",122704,"(+/- 5273 )",157664,"(+/- 5344 )",79744,"(+/- 4253 )",77012,"(+/- 4404 )",54240,"(+/- 4639 )",77621,"(+/- 4609 )",132137,"(+/- 4568 )",102140,"(+/- 4950 )",48678,"(+/- 3196 )",55839,"(+/- 4105 )",95062,"(+/- 5271 )",90028,"(+/- 4926 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",1495,"(+/- 947 )",380,"(+/- 324 )",379,"(+/- 258 )",1355,"(+/- 523 )",1169,"(+/- 639 )",451,"(+/- 287 )",103,"(+/- 127 )",1282,"(+/- 881 )",969,"(+/- 525 )",233,"(+/- 258 )",1221,"(+/- 512 )",595,"(+/- 426 )",1532,"(+/- 500 )",1018,"(+/- 648 )",1655,"(+/- 925 )",748,"(+/- 348 )",1284,"(+/- 796 )",460,"(+/- 340 )",1094,"(+/- 435 )",807,"(+/- 326 )",493,"(+/- 316 )",1669,"(+/- 1015 )",879,"(+/- 556 )",204,"(+/- 146 )",554,"(+/- 417 )",96,"(+/- 114 )",897,"(+/- 431 )",1175,"(+/- 567 )",223,"(+/- 188 )",360,"(+/- 260 )",618,"(+/- 388 )",206,"(+/- 175 )",214,"(+/- 215 )",1498,"(+/- 739 )",1317,"(+/- 756 )",844,"(+/- 393 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",21846,"(+/- 2600 )",6548,"(+/- 1435 )",2083,"(+/- 905 )",21019,"(+/- 2518 )",15130,"(+/- 2218 )",10713,"(+/- 1655 )",5195,"(+/- 1578 )",14622,"(+/- 3020 )",12136,"(+/- 2554 )",9152,"(+/- 1938 )",16885,"(+/- 2595 )",10826,"(+/- 1621 )",21488,"(+/- 2571 )",13681,"(+/- 2622 )",23765,"(+/- 3301 )",20221,"(+/- 2488 )",11544,"(+/- 1630 )",9964,"(+/- 2010 )",19161,"(+/- 2264 )",16000,"(+/- 2258 )",8051,"(+/- 1702 )",4595,"(+/- 1404 )",14469,"(+/- 2004 )",3908,"(+/- 1050 )",13671,"(+/- 1598 )",5297,"(+/- 1087 )",14171,"(+/- 2224 )",15064,"(+/- 1965 )",8914,"(+/- 1481 )",11709,"(+/- 1967 )",10328,"(+/- 1577 )",6061,"(+/- 1197 )",12141,"(+/- 1567 )",21166,"(+/- 2847 )",16274,"(+/- 2327 )",15926,"(+/- 2193 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",27360,"(+/- 2939 )",25774,"(+/- 3331 )",14574,"(+/- 2079 )",28815,"(+/- 2907 )",26256,"(+/- 3219 )",31850,"(+/- 3233 )",21905,"(+/- 3363 )",26862,"(+/- 3292 )",27135,"(+/- 3452 )",27193,"(+/- 4114 )",28146,"(+/- 3135 )",27680,"(+/- 3292 )",29257,"(+/- 2803 )",22256,"(+/- 2874 )",24553,"(+/- 2732 )",29927,"(+/- 3599 )",25694,"(+/- 2579 )",22644,"(+/- 3093 )",25052,"(+/- 2520 )",27961,"(+/- 2737 )",19052,"(+/- 2498 )",20029,"(+/- 2437 )",24628,"(+/- 2596 )",16970,"(+/- 1773 )",27747,"(+/- 2815 )",23251,"(+/- 2685 )",25815,"(+/- 2813 )",28310,"(+/- 3100 )",23534,"(+/- 2784 )",30076,"(+/- 3414 )",29670,"(+/- 3057 )",19706,"(+/- 2293 )",22294,"(+/- 2571 )",16585,"(+/- 2323 )",33078,"(+/- 2746 )",29074,"(+/- 3418 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",17170,"(+/- 2423 )",32860,"(+/- 3261 )",29219,"(+/- 2680 )",24596,"(+/- 3133 )",21532,"(+/- 2636 )",35409,"(+/- 3726 )",20786,"(+/- 3209 )",31503,"(+/- 3705 )",17797,"(+/- 2996 )",35386,"(+/- 3365 )",21870,"(+/- 3161 )",36576,"(+/- 3830 )",17658,"(+/- 2147 )",25358,"(+/- 2631 )",13170,"(+/- 1746 )",18175,"(+/- 2426 )",24017,"(+/- 2475 )",17147,"(+/- 2350 )",15228,"(+/- 1731 )",24744,"(+/- 2560 )",25861,"(+/- 2742 )",33202,"(+/- 3838 )",19190,"(+/- 2607 )",21642,"(+/- 2360 )",25251,"(+/- 2538 )",41404,"(+/- 3416 )",19782,"(+/- 2536 )",19161,"(+/- 2384 )",15114,"(+/- 2900 )",18385,"(+/- 2833 )",37722,"(+/- 3291 )",25384,"(+/- 2741 )",9811,"(+/- 1687 )",10428,"(+/- 1698 )",26077,"(+/- 3038 )",23720,"(+/- 3325 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",6169,"(+/- 1309 )",20613,"(+/- 3254 )",29237,"(+/- 2751 )",12658,"(+/- 2026 )",12263,"(+/- 1894 )",21069,"(+/- 2662 )",10731,"(+/- 1727 )",20389,"(+/- 3594 )",9661,"(+/- 2407 )",22997,"(+/- 2754 )",11028,"(+/- 1924 )",23621,"(+/- 3236 )",7544,"(+/- 1258 )",15576,"(+/- 2130 )",6962,"(+/- 1307 )",6188,"(+/- 1565 )",12707,"(+/- 1735 )",8137,"(+/- 1882 )",8156,"(+/- 1686 )",8792,"(+/- 1633 )",19373,"(+/- 2482 )",37765,"(+/- 4226 )",10549,"(+/- 2051 )",16275,"(+/- 2071 )",16388,"(+/- 2306 )",32738,"(+/- 3180 )",10562,"(+/- 1643 )",7849,"(+/- 1564 )",3208,"(+/- 1161 )",9217,"(+/- 1481 )",25735,"(+/- 2644 )",15836,"(+/- 1924 )",2311,"(+/- 712 )",2990,"(+/- 1038 )",12093,"(+/- 2624 )",11621,"(+/- 1841 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",2972,"(+/- 970 )",11148,"(+/- 2232 )",25818,"(+/- 2220 )",6998,"(+/- 1212 )",4200,"(+/- 974 )",9907,"(+/- 1705 )",5998,"(+/- 1447 )",13371,"(+/- 3243 )",2519,"(+/- 1282 )",15613,"(+/- 2354 )",5876,"(+/- 1428 )",11185,"(+/- 1636 )",4011,"(+/- 962 )",8801,"(+/- 1780 )",2756,"(+/- 1007 )",2273,"(+/- 898 )",5833,"(+/- 1260 )",4991,"(+/- 1041 )",3001,"(+/- 886 )",3984,"(+/- 1082 )",14277,"(+/- 2447 )",22138,"(+/- 3185 )",6380,"(+/- 1233 )",12095,"(+/- 1842 )",12276,"(+/- 1819 )",23033,"(+/- 2782 )",4162,"(+/- 1095 )",3087,"(+/- 934 )",1388,"(+/- 524 )",3576,"(+/- 1033 )",13514,"(+/- 1657 )",9316,"(+/- 1516 )",775,"(+/- 462 )",1295,"(+/- 621 )",3712,"(+/- 989 )",4838,"(+/- 1440 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",3113,"(+/- 899 )",18559,"(+/- 2289 )",35295,"(+/- 2953 )",9894,"(+/- 1897 )",6318,"(+/- 1141 )",8152,"(+/- 1500 )",20887,"(+/- 1788 )",20613,"(+/- 2204 )",2010,"(+/- 729 )",21215,"(+/- 2387 )",5340,"(+/- 1233 )",10161,"(+/- 1582 )",2865,"(+/- 738 )",7853,"(+/- 1607 )",2180,"(+/- 937 )",2184,"(+/- 718 )",5416,"(+/- 1436 )",9093,"(+/- 1844 )",3569,"(+/- 1024 )",1330,"(+/- 522 )",23206,"(+/- 3175 )",34303,"(+/- 3882 )",11093,"(+/- 1844 )",26679,"(+/- 1978 )",26817,"(+/- 2952 )",31845,"(+/- 2943 )",4355,"(+/- 1038 )",2366,"(+/- 809 )",1859,"(+/- 1120 )",4298,"(+/- 1025 )",14550,"(+/- 1811 )",25631,"(+/- 2391 )",1132,"(+/- 607 )",1877,"(+/- 812 )",2511,"(+/- 828 )",4005,"(+/- 968 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1269,"(+/- 54 )",1875,"(+/- 56 )",2377,"(+/- 48 )",1527,"(+/- 52 )",1519,"(+/- 61 )",1706,"(+/- 35 )",1849,"(+/- 70 )",1842,"(+/- 65 )",1422,"(+/- 55 )",1917,"(+/- 47 )",1483,"(+/- 49 )",1751,"(+/- 52 )",1302,"(+/- 48 )",1700,"(+/- 55 )",1224,"(+/- 50 )",1308,"(+/- 39 )",1581,"(+/- 42 )",1569,"(+/- 60 )",1341,"(+/- 43 )",1448,"(+/- 37 )",2044,"(+/- 77 )",2230,"(+/- 46 )",1578,"(+/- 55 )",2189,"(+/- 67 )",1885,"(+/- 53 )",2134,"(+/- 46 )",1482,"(+/- 46 )",1400,"(+/- 38 )",1360,"(+/- 51 )",1448,"(+/- 38 )",1817,"(+/- 35 )",1994,"(+/- 71 )",1256,"(+/- 36 )",1147,"(+/- 55 )",1455,"(+/- 40 )",1487,"(+/- 52 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",94677,"(+/- 3792 )",64637,"(+/- 3657 )",58987,"(+/- 3378 )",100731,"(+/- 3788 )",82025,"(+/- 4462 )",66043,"(+/- 3369 )",57906,"(+/- 3656 )",88858,"(+/- 5725 )",51434,"(+/- 3560 )",81357,"(+/- 3993 )",104755,"(+/- 3847 )",71589,"(+/- 3991 )",91355,"(+/- 3316 )",88609,"(+/- 4204 )",86142,"(+/- 4402 )",61791,"(+/- 3842 )",78809,"(+/- 4195 )",60459,"(+/- 3980 )",89271,"(+/- 3621 )",58224,"(+/- 2890 )",85537,"(+/- 3903 )",78162,"(+/- 4662 )",86683,"(+/- 3684 )",55834,"(+/- 3622 )",81992,"(+/- 3896 )",60800,"(+/- 3677 )",93763,"(+/- 4555 )",77359,"(+/- 4361 )",66347,"(+/- 4321 )",58173,"(+/- 4366 )",56858,"(+/- 3090 )",64641,"(+/- 3949 )",60128,"(+/- 4002 )",90083,"(+/- 4618 )",56117,"(+/- 3821 )",104194,"(+/- 4193 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",16030,"(+/- 2256 )",2782,"(+/- 894 )",927,"(+/- 609 )",11687,"(+/- 1595 )",8149,"(+/- 1532 )",3206,"(+/- 703 )",2048,"(+/- 698 )",10563,"(+/- 2223 )",4705,"(+/- 1076 )",3970,"(+/- 981 )",13836,"(+/- 1951 )",4062,"(+/- 1180 )",14676,"(+/- 1845 )",10757,"(+/- 1550 )",17227,"(+/- 2523 )",8902,"(+/- 1879 )",10419,"(+/- 1943 )",9467,"(+/- 1561 )",14560,"(+/- 1686 )",7811,"(+/- 1348 )",6717,"(+/- 1543 )",5310,"(+/- 1459 )",14950,"(+/- 2217 )",1137,"(+/- 566 )",6798,"(+/- 1280 )",1825,"(+/- 696 )",12536,"(+/- 1767 )",14509,"(+/- 2486 )",12525,"(+/- 1857 )",6153,"(+/- 1330 )",3399,"(+/- 803 )",1705,"(+/- 700 )",6245,"(+/- 1452 )",18805,"(+/- 2587 )",8827,"(+/- 1686 )",17261,"(+/- 2610 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",28596,"(+/- 2924 )",7452,"(+/- 1546 )",1964,"(+/- 647 )",26760,"(+/- 2691 )",16919,"(+/- 2106 )",8224,"(+/- 1686 )",3572,"(+/- 1081 )",16920,"(+/- 2816 )",9895,"(+/- 1726 )",10146,"(+/- 1632 )",27952,"(+/- 2809 )",10875,"(+/- 1966 )",23470,"(+/- 2263 )",19822,"(+/- 2366 )",27216,"(+/- 2657 )",17382,"(+/- 2005 )",16884,"(+/- 1868 )",15239,"(+/- 2146 )",24933,"(+/- 2306 )",17588,"(+/- 2153 )",9215,"(+/- 1386 )",6258,"(+/- 1640 )",25169,"(+/- 2418 )",2967,"(+/- 859 )",14793,"(+/- 1881 )",4509,"(+/- 1192 )",22715,"(+/- 2582 )",20562,"(+/- 2465 )",17573,"(+/- 2246 )",13247,"(+/- 2236 )",8121,"(+/- 1252 )",4649,"(+/- 1117 )",16870,"(+/- 1923 )",29958,"(+/- 2769 )",14503,"(+/- 1797 )",27624,"(+/- 2696 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",27605,"(+/- 2640 )",11753,"(+/- 2074 )",7141,"(+/- 1400 )",33227,"(+/- 2799 )",24827,"(+/- 2118 )",18642,"(+/- 1901 )",9060,"(+/- 1506 )",23321,"(+/- 3700 )",16796,"(+/- 2247 )",19466,"(+/- 2306 )",31922,"(+/- 3064 )",20144,"(+/- 2473 )",27363,"(+/- 2207 )",25640,"(+/- 2483 )",22553,"(+/- 2507 )",20401,"(+/- 2534 )",20742,"(+/- 2017 )",16386,"(+/- 2110 )",24952,"(+/- 2311 )",16887,"(+/- 2109 )",17146,"(+/- 1969 )",12246,"(+/- 2287 )",24096,"(+/- 2489 )",9695,"(+/- 1374 )",18311,"(+/- 2281 )",11950,"(+/- 1881 )",27538,"(+/- 3156 )",22003,"(+/- 2796 )",19712,"(+/- 2923 )",16420,"(+/- 2279 )",12446,"(+/- 1535 )",13100,"(+/- 2007 )",20336,"(+/- 2526 )",25359,"(+/- 2345 )",16065,"(+/- 2179 )",29060,"(+/- 2884 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",12655,"(+/- 1838 )",14821,"(+/- 2120 )",12358,"(+/- 1811 )",13764,"(+/- 1816 )",15965,"(+/- 2188 )",14384,"(+/- 1972 )",12544,"(+/- 2053 )",11866,"(+/- 2247 )",11917,"(+/- 2029 )",18484,"(+/- 2470 )",16257,"(+/- 1881 )",14383,"(+/- 1778 )",14397,"(+/- 1704 )",14484,"(+/- 1905 )",14032,"(+/- 2294 )",9151,"(+/- 1757 )",15935,"(+/- 1831 )",9200,"(+/- 1539 )",15751,"(+/- 2281 )",9187,"(+/- 1421 )",17756,"(+/- 2025 )",16156,"(+/- 2407 )",10022,"(+/- 1968 )",14078,"(+/- 1918 )",15000,"(+/- 1850 )",12214,"(+/- 2051 )",18401,"(+/- 2354 )",13165,"(+/- 2164 )",10280,"(+/- 1968 )",12127,"(+/- 2270 )",14425,"(+/- 2089 )",12520,"(+/- 1929 )",10914,"(+/- 2083 )",11298,"(+/- 1929 )",10167,"(+/- 1976 )",15023,"(+/- 2002 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",5457,"(+/- 1294 )",10698,"(+/- 1756 )",12913,"(+/- 1991 )",7643,"(+/- 1068 )",8306,"(+/- 1738 )",10854,"(+/- 1682 )",7401,"(+/- 1240 )",9452,"(+/- 1993 )",4356,"(+/- 1104 )",9879,"(+/- 1801 )",6862,"(+/- 1142 )",9682,"(+/- 1558 )",7085,"(+/- 1264 )",7057,"(+/- 1337 )",2783,"(+/- 881 )",3570,"(+/- 1110 )",7790,"(+/- 1655 )",4345,"(+/- 1154 )",4438,"(+/- 942 )",4471,"(+/- 958 )",13455,"(+/- 1925 )",13776,"(+/- 1915 )",5643,"(+/- 1255 )",8189,"(+/- 1322 )",8311,"(+/- 1271 )",11575,"(+/- 1754 )",6780,"(+/- 1630 )",3541,"(+/- 914 )",3326,"(+/- 1289 )",5250,"(+/- 1278 )",9609,"(+/- 1430 )",11377,"(+/- 1990 )",3768,"(+/- 1170 )",2832,"(+/- 826 )",4242,"(+/- 1113 )",9269,"(+/- 1682 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",4334,"(+/- 1063 )",17131,"(+/- 2228 )",23684,"(+/- 2219 )",7650,"(+/- 1769 )",7859,"(+/- 1392 )",10733,"(+/- 1629 )",23281,"(+/- 2170 )",16736,"(+/- 2422 )",3765,"(+/- 1166 )",19412,"(+/- 2142 )",7926,"(+/- 1915 )",12443,"(+/- 1633 )",4364,"(+/- 884 )",10849,"(+/- 1626 )",2331,"(+/- 775 )",2385,"(+/- 649 )",7039,"(+/- 1391 )",5822,"(+/- 1123 )",4637,"(+/- 759 )",2280,"(+/- 779 )",21248,"(+/- 2175 )",24416,"(+/- 3190 )",6803,"(+/- 999 )",19768,"(+/- 2195 )",18779,"(+/- 2137 )",18727,"(+/- 2056 )",5793,"(+/- 1211 )",3579,"(+/- 1129 )",2931,"(+/- 1175 )",4976,"(+/- 1102 )",8858,"(+/- 1339 )",21290,"(+/- 2009 )",1995,"(+/- 850 )",1831,"(+/- 612 )",2313,"(+/- 794 )",5957,"(+/- 1425 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",417,"(+/- 17 )",721,"(+/- 39 )",897,"(+/- 26 )",466,"(+/- 13 )",519,"(+/- 20 )",641,"(+/- 23 )",842,"(+/- 44 )",531,"(+/- 33 )",530,"(+/- 22 )",670,"(+/- 21 )",457,"(+/- 15 )",611,"(+/- 27 )",452,"(+/- 14 )",492,"(+/- 16 )",392,"(+/- 15 )",439,"(+/- 18 )",514,"(+/- 24 )",464,"(+/- 21 )",437,"(+/- 17 )",437,"(+/- 19 )",698,"(+/- 22 )",789,"(+/- 36 )",424,"(+/- 21 )",801,"(+/- 31 )",615,"(+/- 30 )",799,"(+/- 37 )",480,"(+/- 15 )",430,"(+/- 18 )",428,"(+/- 22 )",509,"(+/- 27 )",660,"(+/- 21 )",806,"(+/- 32 )",469,"(+/- 18 )",380,"(+/- 13 )",452,"(+/- 19 )",442,"(+/- 15 )"
Housing,"Gross Rent","Occupied units paying rent",76759,"(+/- 4401 )",108926,"(+/- 7118 )",127135,"(+/- 5378 )",72617,"(+/- 4350 )",87495,"(+/- 5515 )",92675,"(+/- 4597 )",156369,"(+/- 8333 )",82218,"(+/- 5622 )",136433,"(+/- 6701 )",104774,"(+/- 6099 )",75957,"(+/- 4680 )",100828,"(+/- 5781 )",76821,"(+/- 3716 )",85101,"(+/- 4593 )",68838,"(+/- 4568 )",94601,"(+/- 4580 )",115521,"(+/- 4620 )",155339,"(+/- 7739 )",90822,"(+/- 4221 )",109197,"(+/- 5411 )",131934,"(+/- 5667 )",73979,"(+/- 6072 )",61610,"(+/- 4823 )",169866,"(+/- 5762 )",82302,"(+/- 4968 )",87208,"(+/- 4610 )",83335,"(+/- 5204 )",61208,"(+/- 4274 )",107129,"(+/- 5877 )",132365,"(+/- 6516 )",114604,"(+/- 5193 )",122762,"(+/- 5069 )",113872,"(+/- 5458 )",62570,"(+/- 5013 )",139668,"(+/- 6373 )",67180,"(+/- 4934 )"
Housing,"Gross Rent","Less than $500",8607,"(+/- 1846 )",1144,"(+/- 889 )",2301,"(+/- 847 )",7864,"(+/- 1557 )",6124,"(+/- 1831 )",2729,"(+/- 871 )",2238,"(+/- 1118 )",4119,"(+/- 1288 )",3691,"(+/- 1018 )",4204,"(+/- 1376 )",5721,"(+/- 1300 )",3789,"(+/- 1203 )",9277,"(+/- 1510 )",6760,"(+/- 1363 )",9722,"(+/- 1961 )",12391,"(+/- 1902 )",9618,"(+/- 1847 )",10461,"(+/- 1900 )",8478,"(+/- 1637 )",7768,"(+/- 1469 )",4049,"(+/- 1331 )",1176,"(+/- 610 )",8768,"(+/- 2031 )",2298,"(+/- 1230 )",5034,"(+/- 1366 )",1089,"(+/- 587 )",8474,"(+/- 1769 )",6239,"(+/- 1349 )",6405,"(+/- 1931 )",9431,"(+/- 2037 )",6293,"(+/- 1598 )",3005,"(+/- 1442 )",7871,"(+/- 1672 )",13160,"(+/- 2597 )",12403,"(+/- 2465 )",6318,"(+/- 1661 )"
Housing,"Gross Rent","$500 to $999",42905,"(+/- 3846 )",26953,"(+/- 3511 )",12169,"(+/- 2329 )",39147,"(+/- 3187 )",41718,"(+/- 3998 )",28231,"(+/- 3810 )",45255,"(+/- 4984 )",24281,"(+/- 3093 )",58494,"(+/- 5367 )",19465,"(+/- 2787 )",28550,"(+/- 3762 )",32730,"(+/- 3352 )",46674,"(+/- 3844 )",33568,"(+/- 2914 )",41080,"(+/- 4039 )",50239,"(+/- 4060 )",47244,"(+/- 4145 )",61123,"(+/- 4846 )",47453,"(+/- 4007 )",45582,"(+/- 3874 )",31404,"(+/- 3152 )",13470,"(+/- 2431 )",25389,"(+/- 3020 )",30144,"(+/- 3202 )",25390,"(+/- 3123 )",14995,"(+/- 2189 )",32641,"(+/- 3347 )",30941,"(+/- 2956 )",50102,"(+/- 3727 )",42646,"(+/- 4026 )",33463,"(+/- 3607 )",27820,"(+/- 3044 )",51944,"(+/- 4495 )",34930,"(+/- 3259 )",43091,"(+/- 3688 )",28844,"(+/- 3823 )"
Housing,"Gross Rent","$1,000 to $1,499",19275,"(+/- 2884 )",46985,"(+/- 4377 )",53568,"(+/- 3620 )",18280,"(+/- 2075 )",29722,"(+/- 3068 )",38239,"(+/- 3884 )",64289,"(+/- 5701 )",31021,"(+/- 3982 )",52939,"(+/- 4698 )",46424,"(+/- 4016 )",27143,"(+/- 3322 )",39481,"(+/- 3858 )",16649,"(+/- 1977 )",30711,"(+/- 4011 )",12524,"(+/- 2405 )",25793,"(+/- 2978 )",38894,"(+/- 3638 )",56663,"(+/- 5759 )",26328,"(+/- 2647 )",40739,"(+/- 3797 )",58819,"(+/- 4726 )",29489,"(+/- 4660 )",19412,"(+/- 2683 )",85709,"(+/- 5514 )",27452,"(+/- 3280 )",37662,"(+/- 3396 )",30954,"(+/- 3459 )",17882,"(+/- 2212 )",40100,"(+/- 3999 )",50532,"(+/- 4491 )",42250,"(+/- 4140 )",50530,"(+/- 3810 )",46710,"(+/- 3842 )",11046,"(+/- 2216 )",55274,"(+/- 4572 )",23524,"(+/- 3037 )"
Housing,"Gross Rent","$1,500 to $1,999",4292,"(+/- 1112 )",22882,"(+/- 3557 )",38378,"(+/- 3408 )",5364,"(+/- 1676 )",8051,"(+/- 1590 )",17868,"(+/- 2296 )",33226,"(+/- 5415 )",15793,"(+/- 3165 )",18500,"(+/- 2947 )",23972,"(+/- 3652 )",9554,"(+/- 2343 )",20081,"(+/- 3467 )",2923,"(+/- 1015 )",10050,"(+/- 2123 )",4587,"(+/- 1406 )",5129,"(+/- 1402 )",15887,"(+/- 2614 )",19812,"(+/- 3452 )",6512,"(+/- 1686 )",12421,"(+/- 2131 )",22862,"(+/- 3011 )",18153,"(+/- 3639 )",5882,"(+/- 1428 )",38114,"(+/- 3350 )",14688,"(+/- 2419 )",19951,"(+/- 2872 )",8481,"(+/- 1868 )",5683,"(+/- 1634 )",10053,"(+/- 1922 )",20907,"(+/- 2766 )",24382,"(+/- 2733 )",25427,"(+/- 2464 )",5620,"(+/- 1341 )",2407,"(+/- 1223 )",19497,"(+/- 2632 )",6515,"(+/- 1819 )"
